calibration_type	null_model	repeat	n_cells	n_genes	false_signal_pc_floor	false_signal	false_call	n_signal_pcs	accepted_embedding_pcs	cluster_n	analysis_status	no_call_reason	rare_state_guard	rare_state_guard_selected	rare_state_guard_reason	rare_state_binary_fraction	rare_state_binary_separation	rare_state_binary_silhouette	selected_hvg_n	mp_edge	selected_edge	bulk_ks	null_false_positive_rate	runtime_seconds	peak_memory_mb
realistic_null	library_stratified_gene_null	27	220	500	1	0	0	1	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.2714702719867566	6.46089198906719	0.0111816423839069		0.2024477000231854	6.6208696365356445
realistic_null	library_multinomial_null	28	220	500	1	0	0	1	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.089226969330942	6.2731442611620585	0.0117879016120931		0.121559100021841	6.620881080627441
realistic_null	gene_permutation_null	28	220	500	1	0	0	0	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.552839906818423	6.750760032892707	0.0184150909121547		0.1181733999983407	6.620820045471191
realistic_null	library_stratified_gene_null	28	220	500	1	0	0	1	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.358986959709381	6.551052006111755	0.0172449394555709		0.1252554999955464	6.620919227600098
realistic_null	library_multinomial_null	29	220	500	1	0	0	1	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.016577249318226	6.198300249521797	0.0139892887480725		0.1154042000125628	6.621014595031738
realistic_null	gene_permutation_null	29	220	500	1	0	0	0	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.438205284423478	6.632663018734874	0.0078311518050329		0.1162512000009883	6.6206560134887695
realistic_null	library_stratified_gene_null	29	220	500	1	0	0	1	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.333268531543875	6.524556785804624	0.0148556008802245		0.1154464999854099	6.620820045471191
realistic_null	library_multinomial_null	30	220	500	1	0	0	1	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.255365512410606	6.444300805880663	0.0233052838493589		0.1183755999954883	6.620831489562988
realistic_null	gene_permutation_null	30	220	500	1	0	0	0	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.507872983427864	6.70443494124637	0.0126371582717775		0.1251176999940071	6.6206560134887695
realistic_null	library_stratified_gene_null	30	220	500	1	0	0	1	0	1	diagnostic_no_call	insufficient_signal_pcs_for_embedding	adaptive_binary_split	False					500	6.252245284745314	6.441086335740096	0.0085216384179661		0.1291915000183507	6.620984077453613
